U-ka saegusa IN db - Kimi to Yakusoku shita Yasashii ano Basho made [Insane] (P A N),43
ARM feat. Nanahira - Bakunana*Testroyer [Nana] (intoon),43
Shano x 40mP - Natsukoi Hanabi [Insane] (DevilA1r),43
AKINO from bless4 & CHiCO with HoneyWorks - MIIRO vs. Ai no Scenario [Tatoe] (monstrata),43
Kano - Dear Brave [Special] (Fycho),42
fhana - Wonder Stella [Stella] (Lami),41
Hana(Usa) & X-Plorez - Summer time music [Insane] (Frostmourne),40
Mizukara o Enshutsu Suru Otome no Kai - Girlish Lover [Burning Fighting Fighter] (No Dap),40
Reol - No title [deetz' Expert] (VINXIS),40
Sleeping With Sirens - If You Can't Hang [Fort's Extreme] (pishifat),40
Komiya Mao - (can you) understand me? [uhh?] (Sotarks),39
supercell - Kimi no Shiranai Monogatari [Moecho's Monogatari] (SoGa),39
cillia - FIRST [Fort's Finale] (moph),38
Hagumi Nishizawa - My Hero! Up to you! [Extra] (Xexxar),38
Rhodanthe* - Yumeiro Parade [Skystar's Insane] (Crystal),38
Reol - No title [jieusieu's Lemur] (VINXIS),37
iojjj - Deus Ex Machina [GREAT EQUALIZER IS THE DEATH] (Okoratu),37
Kano - Prima Stella [Lami's Extra] (Fycho),36
Aoi Eir - IGNITE (TV size ver.) [Insane] (Guy),35
Blue Stahli - Throw Away [Obsolete] (Peachtrees),34
Camellia & DJ Genki - Feelin Sky [Cloud] (Strategas),34
Camellia & DJ Genki - Feelin Sky [Hollow Sky] (The Fetish),34
Yumi Arai - Hikouki Gumo (el poco maro DnB EDIT) [Path of Wind] (Monstrata),33
SawanoHiroyuki[nZk]:mizuki - &Z (TV size-English ver.-) [Insane] (xxdeathx),32
FLOWxGRANRODEO - 7 -seven- -TV SIZE - [Expert] (xxdeathx),32
Asterisk - Rain [Monsoon] (Monstrata),31
Naru Sekiya - Yorokobi Synchronicity Naru ver. [Joy] (Setz),30
Wotamin - Gigantic O.T.N [S.S] (Star Stream),30
LiSA - EGOiSTiC SHOOTER [Extra] (Asphyxia),30
fhana - Wonder Stella [Stardust] (CelsiusLK),29
yuikonnu - Byoumei Koiwazurai [Insane] (litoluna),29
Mami Kawada - Contrail ~Kiseki~ [wkyik's Insane] (Enjoy),29
Tarpey - Close Call [Near Miss] (xChorse),29
Chino(CV.Minase Inori) - Shinsaku no Shiawase wa Kochira! [Dan Dan] (Shioi),28
Epica - Martyr of the Free Word [Wrath] (Sieg),27
fhana - Wonder Stella [Marvel] (sukiNathan),25
supercell - Kimi no Shiranai Monogatari [Celestial] (monstrata),25
BABYMETAL - Gimme chocolate!! [BLACK CHOCOLATE!!] (alacat),25
yuikonnu - caramel heaven [Chocolate Heaven] (Fast),24
Mike Greene - Bill Nye the Science Guy Theme Song (Chinese Intro) [Saccharomyces cerevisiae] (Monstrata),23
Treyarch Sound - 115 [Extreme] (pishifat),23
Mami Kawada - Contrail ~Kiseki~ [Shioi's Insane] (Yuria),22
Shihori - Magic Girl !! [Lunatic] (Frostmourne),22
Reol - No title [Fast's Expert] (VINXIS),22
Memme - BSPower Explosion [Extra] (AngelHoney),21
A*Teens - Gimme! Gimme! Gimme! (Nightcore Mix) [CDFGimme!] (ShadowSoul),21
Tristam - Once Again [Insane] (grumd),21
Petit Rabbit's - Takarabako no Jet Coaster [Fleur de Lapin] (Doormat),21
Ogura Yui - Honey Come!! [Simple] (Rizia),20
Faylan - Tokyo Zero Hearts [Zero Hearts] (Taeyang),20
beatMARIO - Night of Knights [Guy's Extra] (alacat),20
DragonForce - Defenders [Legend] (Spaghetti),20
Pierce The Veil - King For A Day (feat Kellin Quinn) [Ex] (pishifat),20
Rita - Dream Walker [Ethereal] (Amamiya Yuko),20
Pendulum - Propane Nightmares (Celldweller Remix) [Heaven's Gate] (ProfessionalBox),20
Toyosaki Aki - Diamond [Insane] (Fycho),20
senya - Saihate no Kotoba [Ghostly] (Satellite),19
Halozy - Genryuu Kaiko [Everlasting Nightmare] (Chaoslitz),19
TrySail - High Free Spirits -TV.Ver- [Skystar's Extra] (Rizia),19
Pegboard Nerds - Emoji [Insane] (Marmowka),19
Team Nekokan - Can't Defeat Airman [Holy Shit! It's Airman!!] (Blue Dragon),19
"Hashimoto Chinami, Ogura Yui, Kanemoto Hisako - BINKAN Attention(TV-size) [Insane] (-Chata-)",19
UNDEAD CORPORATION - Everything will freeze [Extra] (Ekoro),18
Panda Eyes & Teminite - Highscore [Extra] (Fort),18
Project Grimoire - Caliburne ~Story of the Legendary sword~ [Extra] (Mikkuri),18
Mutsuhiko Izumi - Tengoku to Jigoku [Hell] (N a s y a),18
Nanahoshi Kangengakudan - IMAGINARY LIKE THE JUSTICE [captin's Legend] (pkk),18
eyelis - Mirai e no Tobira (OVA EDIT) [Megami] (Bearizm),18
Dimrain47 - Midnight Siege [Epic] (Kyshiro),18
Mayumi Morinaga - Affection feat. Another Infinity [Smile] (Evil_Twilight),18
supercell - My Dearest (TV Edit) [Guilt] (monstrata),17
SawanoHiroyuki[nZk]:mizuki - &Z (TV size) [xChippy's Insane] (Umi),17
Feint - Vagrant (feat. Veela) [Still Alive] (Aia),17
CHiCO with HoneyWorks - Pride Kakumei [Darkness] (monstrata),16
fhana - Kimi to Iu Tokuiten [singular you] [HB's Insane] (Sotarks),16
Imperial Circus Dead Decadence - Uta [Himei] (Kite),16
Reol - Streaming Heart [CRN's Extra] (sukiNathan),16
kradness&Reol - Remote Control [Max Control!] (Taeyang),16
Diana Garnet - Spinning World (Anime Ver.) [Sotarks' Insane] (-Sh1n1-),16
SawanoHiroyuki[nZk]:mizuki - &Z [Inherit the Stars] (Sotarks),16
"cillia - Fairytale, [Promise] (moph)",16
supercell - The Bravery [Depravity] (monstrata),15
40mP feat.yuikonnu - Ame to Asphalt [Skystar's Extra] (captin1),15
Wada Kouji - Butter-Fly~tri.Version~ [Butter-Fly] (Kencho),15
xi - Blue Zenith [ktgster's Extreme] (Asphyxia),15
"Team ""Hanayamata"" - Hana wa Odore ya Irohaniho (TVsize) [Insane] (Momovely)",15
AKINO from bless4 - MIIRO [Miiro] (Kawaiwkyik),15
Kurubukko vs yukitani - Minamichita EVOLVED [Another] (Cherry Blossom),14
Nishimori Yusa(CV.Uchida Maaya) - Rakuen made [Insane] (Rizia),14
Kayano Ai - Oracion(TV-Size) [Insane] (iMage--),14
Ayane - FaV -F*** and Vanguard- [Lamune War!] (Xexxar),13
Ci Mei Gui - Wu Xuan Lan [Insane] (Peachtrees),13
Porno Graffitti - Melissa (TV size ver.) [Melissa] (Kencho),13
Yukarinyan - Lolicon de Yokatta~ [Rorikon!] (Awaken),13
senya - Kataomoi no Bigaku [Aesthetics] (Satellite),13
Reol - Asymmetry [cRyo[Skystar]'s Farewell] (Skystar),13
LiSA - Rally Go Round [Extra] (FrostxE),13
Mikakuning! - Tomadoi Recipe (TV Size) [Insane] (Fycho),13
marina - Towa yori Towa ni [Eternal] (-Hakurei-),12
Wada Kouji - Butter-Fly [Butter-Fly] (Kencho),12
Levaslater - NNRT [Extra] (Reisen Udongein),12
NICO Touches the Walls - Niwaka Ame ni mo Makezu [Nine Tails] (monstrata),12
xi - FREEDOM DiVE [Another] (Nakagawa-Kanon),12
Kano - Stella-rium [-Yuzuriha's Insane] (Tsukuyomi),12
TrySail - High Free Spirits -TV.Ver- [StarR's Extra] (Rizia),12
senya - Omoi ga Rekishi ni Kawaru Toki [PlainAsia] (Satellite),11
xi - Blue Zenith [FOUR DIMENSIONS] (Asphyxia),11
FELT - Lies in Reality [Deception] (captin1),11
TheLaxOne - Skrillex Circulation [Rekt!] (grumd),11
Reol - Asymmetry [P A N's Extra] (Gaia),11
void feat. Komatsuna - Akatsuki no Tsuki [Extra] (Cherry Blossom),11
Chiyoko - Come Home! Princess [hvick225's Insane] (VINXIS),11
Lala & Haruna (CV:Tomatsu Haruka & Yahagi Sayuri) - Apple Panic!? [Insane] (Doyak),11
FELT - Flower Flag (MZC Echoes the Spring Liquid Mix) [Lunatic] (Frostmourne),11
Printemps - Eien Friends [Friends] (Sakaue Nachi),11
iojjj - Deus Ex Machina [EXTRA] (Okoratu),11
Saki: Achiga-hen Cast - SquarePanicSerenade [Extra] (P A N),10
BoxPlot - Escape With The Clouds [No Escape] (Strategas),10
BABYMETAL - Gimme chocolate!! [EXPERT!!] (alacat),10
AKI AKANE - Kando*Reduction [Pho's Elimination] (Milan-),10
Anba - Attakain Dakara [Insane] (Shiny-),10
Hanatan - Ai no Scenario [Extra] (Chaoslitz),10
ALiCE'S EMOTiON - Dark Flight Dreamer [CRN's Extra] (Sakaue Nachi),10
Machico - fantastic dreamer [Fantasy] (Rizia),10
Celldweller - End of an Empire [Immortal] (FCL),10
Doma Umaru [CV.Tanaka Aimi] - Kakushinteki*Metamaruphose! [Skystar's Laziness] (Crystal),10
HoneyWorks - Hatsukoi no Ehon feat.Aida Miou(CV:Toyosaki Aki) [Extra] (Guy),10
Awake - Supernova [DoKo] (DoKoLP),10
Reol - Asymmetry [Extra] (Gaia),10
ONE OK ROCK - Mikansei Koukyoukyoku [Extreme] (Saut),10
Kano - Himekoi [Insane] (Fycho),9
Hagumi Nishizawa - My Hero! Up to you! [Insane] (Xexxar),9
Aoi Eir - AURORA (TV Size Ver.) [Extra] (Melophobia),9
Halozy - Kanshou no Matenrou [Eternal] (captin1),9
Rossini & MC F 40 - Guillaume Tell [Heavy] (Sushi971),9
Zetsubou Shoujotachi - Zetsubou Restaurant (TV Size) [Near's Zetsubou] (Tarrasky),9
Flo Rida - Run ft. RedFoo of LMFAO (Speed Up Ver.) [Insane] (ohad1881),9
Halozy - Secret Sister Complex [Flandre Scarlet] (moonlightleaf),9
senya - Magica [SatelliteFrostMix] (Satellite),9
SPYAIR - I'M A BELIEVER [Xexxar's Extreme] (Syph),9
Rungran - d.m.c (Band Ver.) [Insane] (Sieg),9
Shiena Nishizawa - Meaning [Tears] (Janpai),9
APG550 - NEVERLAND [Yuny] (Natsu),8
Nogizaka46 - Yubi Bouenkyou~Anime Ban~ [Insane] (IamKwaN),8
Ceui - Asphodelus [Insane] (Giralda),8
Zac Efron - Scream [ahh] (pishifat),8
Ogura Yui - Baby Sweet Berry Love (Tsukiko chan Maji kawa-E Remix) [Tsukiko-chan] (N a s y a),8
ELISA connect EFP - EONIAN -eonian- [Expelled] (ZZHBOY),8
AKINO from bless4 & CHiCO with HoneyWorks - MIIRO vs. Ai no Scenario [pishi's Extra] (monstrata),8
YELL - Kanojo ga Flag o Tateru Wake (TV Size) [Insane] (Yoshino-Sakura),8
Kano - Stella-rium [Pleiades] (Tsukuyomi),8
Jin Yan Xie - Dancing Kong Fu [Insane] (bakabaka),8
Ayumi. - Hanagoyomi short version [Kencho's Insane] (Lavender),8
Mitsuki Kotono - Fuyu ni Saku Hana [Insane] (fuyuyu-),8
sana - Kotoba no Iranai Yakusoku (TV size) [Six Paths] (monstrata),8
lily-an - The Starry true [Lunatic] (Delis),8
Nekomata Master - Far east nightbird [Extreme] (tsuka),7
Owl City - Up All Night [Insane] (FrostxE),7
Nekomata Master - Avalon no Oka [Special] (moph),7
StylipS - Prism Sympathy(Asterisk Remix) [Kaleid Liner] (iMage--),7
cosMo@BousouP - Oceanus [Divinity] (Broccoly),7
Primary - Inai Sekai [Kimi ni Todoku Ka Na?] (Shad0w1and),7
"Wakeshima Kanon - World's End, Girl's Rondo(Asterisk DnB Remix) [We cry ""OPEN""] (Meg)",7
Reol - Streaming Heart [Extra] (sukiNathan),7
BlackYooh vs. siromaru - BLACK or WHITE? [MASTER] (BluOxy),7
HoneyWorks - Miraizu feat.Aida Miou(CV:Toyosaki Aki) [Special] (Fycho),7
Rib - Akaito [Inseparable] (Monstrata),7
Foreground Eclipse - To The Terminus [RLC's Extra] (Giralda),7
Kano - Stella-rium [Starlight] (Moeka),7
CHiCO with HoneyWorks - color [Waiting in the Rain] (monstrata),7
Primary - Awake [Goodbye] (xChippy),7
Mayumi Morinaga - Affection [Smile] (Setz),7
bibuko - Reizouko Mitara Pudding ga Nai [Jumpudding!] (val0108),7
Hana - Sakura no Uta [Euphoria] (Alyce),7
Horie Yui - Asymmetry [Flourite's Kiss] (Regraz),7
Aoyama Mio starring Yuuki Aoi - Platinum [Megami] (Bearizm),6
Halozy - Paranoid Lost [Yuraki] (sjoy),6
Hanatan - Airman ga Taosenai (SOUND HOLIC Ver.) [CRN's Extra] (Natsu),6
Natsume Chiaki - Hanairo Biyori [Awaken's Challenge] (rinsukir),6
syatten remixed celas - Bird Sprite -Awakening of Light- [Another] (DaxMasterix),6
Girl's Day - Ring My Bell [Ring Ring Ring] (Natsu),6
LeaF - Wizdomiot [Lunatic] (Asahina Momoko),6
Machico - fantastic dreamer [Yogurtt's Extra] (Rizia),6
KIEN - La Grand Bleu [SHD] (7odoa),6
Azusa Tadokoro - Junshin Always [Colorful] (Rizia),6
Ni-Sokkususu - Blade Dance [Insane] (Bearizm),6
Ceui - Asphodelus [Insane] (terametis),6
yuikonnu - caramel heaven [Extra] (sukiNathan),6
Orange Caramel - Shanghai Romance [Insane] (Kurai),6
senya - Songs Compilation [Marathon] (Satellite),6
Reol - No title [Nathan's Extra] (VINXIS),6
Qrispy Joybox - licca [Skystar's Expert] (Minakami Yuki),6
"Erik ""Jit"" Scheele - Negastrife [Marathon] (P o M u T a)",6
Reol - MONSTER [FOREVER] (handsome),6
ONE OK ROCK - Clock Strikes [Moway's Extra] (Saut),6
"Fear, and Loathing in Las Vegas - Swing It!! [Extra] (Guy)",6
KANA-BOON - Silhouette [Kage] (Kagetsu),6
Ito Kanako - Skyclad no Kansokusha [1.048596%] (N a s y a),6
nameless - SLoWMoTIoN [LoLIS] (Milan-),6
Grynpyret - Boba Beach [Habanero] (VINXIS),6
Panda Eyes & Teminite - Highscore [Game Over] (Fort),6
nano - Omoide Kakera [Memories] (Natsu),5
Drop - Orokamono ni Tsukurareta Yami no Musume [Insane] (Shinxyn),5
RedMuffleR - Rubeus [GRAVITY] (Smoothie World),5
senya - Hitomi ni Kakusareta Omoi [Lunatic] (Satellite),5
Shounen Radio - neu [Platinum] (Philippines),5
IOSYS - Power of Dream (Night Fever Refix) [Power of Stream] (Kite),5
Orianthi - According To You [Insane] (saymun),5
Various Artists - Gan Ttaemuniya [Liver] (Doyak),5
u's - Music S.T.A.R.T!! [wkyik's Expert] (Karen),5
Nanamori-chu * Goraku-bu - My Pace de Ikimashou [Yuri] (bakabaka),5
KOAN Sound & Asa - Starlite [Incandescent] (Aiceo),5
SUPER BEAVER - Rashisa [Insane] (handsome),5
"Fukuhara Kaori, Yuuki Aoi, Uchiyama Yumi & Kotobuki Minako - Harukaze no Kagaku [Insane] (Fycho)",5
Ceui - MeltyMoment short.ver [Insane] (Down),5
Kageyama Hironobu - GET THE WORLD [GET THE FLY] (smallboat),5
TRUE - DREAM SOLISTER [Melody] (Kibbleru),5
Erio o Kamattechan - os-Uchuujin(Asterisk Makina Remix) [Mattress Actress] (handsome),5
Foreground Eclipse - Noble [Dear you] (keeeeeeko),5
U - Ha-tenya? [Insane] (biwako),5
Kugimiya Rie. Horie Yui. Kitamura Eri - Orange [Taeyang's Insane] (Doyak),5
ALiCE'S EMOTiON - Dark Flight Dreamer [Shawajoy's Lunatic] (Sakaue Nachi),5
BABYMETAL - Road of Resistance [Rebellion] (Monstrata),5
The Living Tombstone - Five Nights at Freddy's [Nightmare] (-Faded-),5
Hanatan - Tengaku [Skystar's Extra] (Rakuen),5
Hashimoto Miyuki - Kisetsu o Dakishimete ~blooming white love~ [Yuki's Insane] (Kencho),5
kemu - Ikasama Life Game [Regou] (a3272509123),5
yanaginagi - Owari no Sekai kara [Insane] (Frostmourne),4
u's - Music S.T.A.R.T!! [Insane] (Karen),4
xi - Aragami [Death] (Sayaka-),4
Owl City - Gold [Insane] (Frostmourne),4
Aoyama Mio starring Yuuki Aoi - Platinum [Insane] (Pandiar),4
sana - Kotoba no Iranai Yakusoku(TV size) [Promise] (MugiwaraSekai),4
Yousei Teikoku - Senketsu no Chikai [Insanity] (Saten),4
"Akaza Akari(CV:Mikami Shiori) - Watashi, Shuyaku no Akaza Akari desu [Akariiin~!] (Setz)",4
Dancing Dolls - monochrome(Asterisk Makina Remix) [Scythe] (monstrata),4
Nightwish - Sagan [Carl Sagan] (T-Mac),4
yanaginagi - Killer Song (Short Ver.) [Insane] (terametis),4
Rain - Hip Song [Insane] (Irreversible),4
Komiya Mao - (can you) understand me? [huh?] (Okoratu),4
Chase and Status ft. Plan B - End Credits [Insane] (Kyshiro),4
Ayame to Yurika from Otome Shintou - Dekoboko Kaiketsu Sensation (TV Size) [P A N's Insane] (xxdeathx),4
Azusa Tadokoro - Junshin Always [Extra] (Shad0w1and),4
Mitsunori Ikeda ft. Aimee B - Fallen Angel (El Poco Maro Remix) [Ascension] (galvenize),4
TrySail - High Free Spirits -TV.Ver- [Fycho's Expert] (Rizia),4
Primastella - Koigokoro [Insane] (Luerxa),4
Yooh - Ice Angel [Saint] (ktgster),4
u's - Music S.T.A.R.T!! [Nachi's Insane] (Karen),4
Hagumi Nishizawa - My Hero! Up to you! [My Hero!] (Xexxar),4
D-51 - Brand New World (TV Size) [Insane] (YGOkid8),4
Demetori - Furuki Yuanxian ~ Death Echo [Extra Stage Collab] (jonathanlfj),4
Oumae Kumiko(CV.Kurosawa Tomoyo) - Ashita e no Euphony [Insane] (Setz),4
Starving Trancer - New Gravity [Expert] (fanzhen0019),4
MY FIRST STORY - Itsuwari NEUROSE [Broccoly's Extra] (Saut),4
nao - Toaru Shoukoku no Ohimesama ga... [Ultimate Moe Lord] (Sotarks),4
"Uchida Aya & Kubo Yurika - Kokuhaku Biyori, desu! [Insane] (Sakaue Nachi)",4
sasakure.UK - Spider Thread Monopoly feat. Hatsune Miku [deetz' Deception] (Mishima Yurara),4
nmk - sola [Flower's Lunatic] (sjoy),4
amazarashi - Kisetsu wa Tsugitsugi Shindeiku -Tokyo Ghoul Root A Edit- [HB's Expert] (-Nya-),4
HIELO - La Posesion Du Mimi - ILLUMINATEK Rmx - HIELO Refuck! [Sweet vanilla love] (Euny),4
Feint - Tower Of Heaven (You Are Slaves) [Extra] (eLy),4
Bal-Sagoth - The Obsidian Crown Unbound  (Episode: IX) [Onslaught] (Mazzerin),4
Pierce The Veil - The First Punch [pishi's Extra] (Milan-),4
Mizuki Nana - VIRGIN CODE [Shining Gate] (koreapenguin),4
fumika - Umikaze no Brave [Believe] (Evil_Twilight),4
Castlevania - Aria of Sorrow - Castle Corridor [KIRBY Mix] (Larto),4
Halozy - Kanshou no Matenrou [Immortal] (Rumia-),4
Cocoa(Sakura Ayane) - Daydream cafe ~Gochuumon wa Cocoa desu ka? ver.~ [Pyon Pyon~!] (Setz),4
ZUN - Kobito of the Shining Needle ~ Little Princess [Lunatic] (sjoy),4
Sharlo - Hatsukoi no Ehon [Extra] (Minakami Yuki),4
Natsume Chiaki - Hikarakuyo [Okayu's Extra] (rinsukir),4
AAA - Wake up! (Anime ver.) [Extra] (Atsuro),4
SPYAIR - I'M A BELIEVER [Insane] (Syph),4
Nekomata Master feat. Misawa Aki - chrono diver -fragment- [Extra] (moph),4
ClariS - CLICK(Soleily Remix) [Niseclick] (Kencho),4
ChouCho - Sora to Kimi no Message [Gargantia] (monstrata),3
3L - Endless night [Eternal] (sjoy),3
Diana Garnet - Spinning World (Anime Ver.) [Natsu's Extra] (-Sh1n1-),3
Ceui - Shinai Naru Sekai e [To My Beloved World] (Shad0w1and),3
REDALiCE - ALiVE [Just two of us <3] (Natsu),3
ClariS - with you [Laurier's Insane] (10nya),3
mimimemeMIMI - CANDY MAGIC [hopperhtkn's Seventh Witch] (Lanturn),3
Duca - Dreamer Short ver. [Dream] (CloudSplash16),3
Reol - Asymmetry [captin's Extra] (Gaia),3
ZUN - Kobito of the Shining Needle ~ Little Princess [Extra] (sjoy),3
Station Earth - Age Of Reason [Extra] (Sotarks),3
ZUN & Ryu* - Second Darkside [Prism Another] (banvi),3
Natsuiro Bikini no Prim - Nagisa no Koakuma Lovely~Radio [Extreme] (CSY the corrupt),3
Mitsuki Kotono - Fuyu ni Saku Hana [Sanctuary] (fuyuyu-),3
Sakamoto Maaya - Okaerinasai (tomatomerde Remix) [Collab] (Azer),3
Yooh - snow storm -euphoria- [EUPHORIC] (ktgster),3
Halozy - Paranoid Lost [Nightmare] (Hakurei Yoru),3
SOUND HOLIC - Drive My Life [Lunatic] (Scorpiour),3
Kraster - Remember History (Short Ver.) [Lunatic] (Serval),3
Petit Rabbit's - No Poi! [Rabbit House] (Doormat),3
SUPER STAR -MITSURU- - SA.YO.NA.RA. SUPER STAR [Another] (yeahyeahyeahhh),3
CINDERELLA PROJECT - M@GIC* [M@gic] (Lami),3
ETIA. - Claiomh Solais [Eternal] (Zare),3
DragonForce - Seasons [Legend] (Spaghetti),3
Drop - Granat [Extra] (Lan wings),3
Kano - Prima Stella [Freedom] (Fycho),3
Yooh - salvation [Redemption] (ktgster),3
IOSYS - Cirno no Perfect Sansuu Kyoushitsu [Perfect Freeze] (alacat),3
Ceui - MeltyMoment short.ver [Left's Yuuka] (Down),3
dj TAKA - Hollywood Galaxy [Extreme] (Megurine Luka),3
Uchida Maaya - -Across the line- [Insane] (Fycho),3
Kayano Ai - Oracion(TV-Size) [litoluna's Insane] (iMage--),3
Sasaki Sayaka - Kiss no Hitotsu de short [litoluna's Insane] (Momovely),3
Konuko - Toumei Elegy [Ultimate Reverberant Gonkanau] (Awaken),3
seiya-murai feat.ALT - Sumidagawa Karenka [Extra] (kiddly),3
S.S.H. - The Decisive Battle with the Fugitives [wkyik's Extra] (sjoy),3
Orangestar - Asu no Yozora Shoukaihan [iyasine_sk's Extra] (Gelbana),3
Silent Siren - Cherry Bomb [Expert] (Sotarks),3
Muzzy - Endgame [Gameover] (Secretpipe),3
Streetlight Manifesto - Everything Went Numb [Extreme] (pishifat),3
07th Expansion - rog-unlimitation [AngelHoney] (AngelHoney),3
AKINO from bless4 - MIIRO [Resolve] (xChippy),3
HoneyWorks - Akatsuki Zukuyo [Twilight] (Fast),3
Demetori - Heartfelt Fancy ~ Prie a Dieu [<3] (jonathanlfj),3
cYsmix - Manic [Insane] (monstrata),3
Shawn Wasabi - Marble Soda [Crier's Extra] (Len),3
StylipS - MIRACLE RUSH (TV Size) [Saten's Insane] (-Sekai-),3
9nine - With You / With Me [Hinsvar's Journey] (Modem),3
Rita - Dream Walker [Insane] (Quilt),3
Himeringo - Kodoku no Kakurenbo [Horror] (Asahina Momoko),3
cillia - FIRST [Extra] (moph),3
SPYAIR - I'M A BELIEVER [Expert] (Syph),3
Sleeping With Sirens - If You Can't Hang [Extra] (pishifat),3
u's - Bokura no LIVE Kimi to no LIFE [Daisuki] (neonat),3
Mutsuhiko Izumi - Tengoku to Jigoku [ShiraKai's Extreme] (N a s y a),3
CHiCO with HoneyWorks - Koiiro ni Sake [Aerous' Affection] (KantoKun),3
Horie Yui - silky heart [Taeyang's Insane] (Neoskylove),3
Kano - Dear Brave [Insane] (chucentry),3
"Fear, and Loathing in Las Vegas - Let Me Hear [Guy's Parasyte] (Aerous)",3
Rche - Todestrieb [Another] (Muya),3
Hashimoto Miyuki - Kisetsu o Dakishimete ~blooming white love~ [Insane] (Kencho),3
AKI AKANE - FIRST [Extra] (Milan-),3
Evoluutiomies - Suklaapallit [Mukun Suklaapallit] (LunaticMara),3
yanaginagi - landscape [Insane] ([Vincent]),3
