DTHD,2698
HRHD,1808
Nomod,1705
DT,1501
HR,1463
HD,410
NCHD,218
DTHRHD,80
NC,69
DTSDHD,13
NCHRHD,8
PFDTSDHD,4
SDHRHD,4
DTHR,3
SDHR,3
SD,3
SDHD,3
FLDTHRHD,2
FLHRHD,1
DTSD,1
NCSD,1
NCSDHD,1
PFSDHRHD,1
